First letter of your name;Date;hour;Price;Load;RES;EUA;NG
V;20160901;15;181.72;21475;17703;4.38;2.64
V;20160901;16;165.58;21350;17531;4.38;2.64
V;20160901;17;158;21025;17162;4.38;2.64
V;20160901;18;156.81;20700;16826;4.38;2.64
V;20160901;19;162.2;20625;16729;4.38;2.64
V;20160901;20;173.13;21475;17537;4.38;2.64
V;20160901;21;198.9;22250;18317;4.38;2.64
V;20160901;22;161.94;20725;16841;4.38;2.64
V;20160901;23;145.2;19025;15177;4.38;2.64
V;20160901;24;125;17425;13667;4.38;2.64
V;20160902;1;121.79;16200;12705;4.09;2.58
V;20160902;2;115.95;15575;12065;4.09;2.58
V;20160902;3;113.99;15225;11693;4.09;2.58
V;20160902;4;114;15225;11679;4.09;2.58
V;20160902;5;115.94;15425;11855;4.09;2.58
V;20160902;6;121.78;15900;12367;4.09;2.58
V;20160902;7;132.5;17750;14265;4.09;2.58
V;20160902;8;162.77;19875;16392;4.09;2.58
V;20160902;9;179.07;20850;17314;4.09;2.58
V;20160902;10;181.24;21225;17665;4.09;2.58
V;20160902;11;186.03;21425;17797;4.09;2.58
V;20160902;12;195.25;21700;17980;4.09;2.58
V;20160902;13;193.3;21750;17922;4.09;2.58
V;20160902;14;193.3;21725;17803;4.09;2.58
V;20160902;15;168.86;21325;17374;4.09;2.58
V;20160902;16;164.46;21100;17207;4.09;2.58
V;20160902;17;159.86;20775;16982;4.09;2.58
V;20160902;18;162.12;20388;16744;4.09;2.58
V;20160902;19;165.38;20263;16743;4.09;2.58
V;20160902;20;179.78;21125;17667;4.09;2.58
V;20160902;21;198.29;21950;18546;4.09;2.58
V;20160902;22;163.92;20550;17221;4.09;2.58
V;20160902;23;136.68;18850;15679;4.09;2.58
V;20160902;24;127.12;17425;14317;4.09;2.58
V;20160903;1;135.01;16125;12975;4.09;2.58
V;20160903;2;128.47;15400;12171;4.09;2.58
V;20160903;3;122.37;15100;11799;4.09;2.58
V;20160903;4;122.36;14900;11548;4.09;2.58
V;20160903;5;122.36;14800;11393;4.09;2.58
V;20160903;6;121.49;14475;11044;4.09;2.58
V;20160903;7;128.04;14925;11475;4.09;2.58
V;20160903;8;138.36;16350;12879;4.09;2.58
V;20160903;9;144.93;17675;14245;4.09;2.58
V;20160903;10;165.8;18650;15281;4.09;2.58
V;20160903;11;165.81;19100;15755;4.09;2.58
V;20160903;12;165.81;19200;15824;4.09;2.58
V;20160903;13;165.81;19125;15649;4.09;2.58
V;20160903;14;165.8;18925;15321;4.09;2.58
V;20160903;15;146.88;18300;14624;4.09;2.58
V;20160903;16;144.5;17925;14274;4.09;2.58
V;20160903;17;141.11;17650;14053;4.09;2.58
V;20160903;18;141.18;17425;13916;4.09;2.58
V;20160903;19;148.11;17350;13904;4.09;2.58
V;20160903;20;160.02;18100;14673;4.09;2.58
V;20160903;21;165.87;18925;15497;4.09;2.58
V;20160903;22;155.98;17900;14464;4.09;2.58
V;20160903;23;143.32;16650;13256;4.09;2.58
V;20160903;24;128.43;15550;12166;4.09;2.58
V;20160904;1;128.32;14750;11515;4.09;2.58
V;20160904;2;122.35;14125;10893;4.09;2.58
V;20160904;3;121.19;13725;10489;4.09;2.58
V;20160904;4;116.09;13600;10371;4.09;2.58
V;20160904;5;115.34;13600;10358;4.09;2.58
V;20160904;6;105.15;13300;10066;4.09;2.58
V;20160904;7;114.81;13250;10004;4.09;2.58
V;20160904;8;128.27;14175;10895;4.09;2.58
V;20160904;9;128.35;15200;11933;4.09;2.58
V;20160904;10;138.1;16125;12861;4.09;2.58
V;20160904;11;144.1;16725;13421;4.09;2.58
V;20160904;12;142.83;17025;13614;4.09;2.58
V;20160904;13;140.94;17125;13525;4.09;2.58
V;20160904;14;139.85;17050;13249;4.09;2.58
V;20160904;15;137.59;16700;12802;4.09;2.58
V;20160904;16;131;16350;12465;4.09;2.58
V;20160904;17;128.31;16175;12318;4.09;2.58
V;20160904;18;128.33;16225;12444;4.09;2.58
V;20160904;19;129.97;16525;12793;4.09;2.58
V;20160904;20;144.1;17500;13740;4.09;2.58
V;20160904;21;149.14;18175;14414;4.09;2.58
V;20160904;22;141.93;17325;13582;4.09;2.58
V;20160904;23;128.35;16300;12545;4.09;2.58
V;20160904;24;121.19;15225;11480;4.09;2.58
V;20160905;1;121.19;14350;10703;3.91;2.58
V;20160905;2;110.47;13850;10148;3.91;2.58
V;20160905;3;105.34;13750;10009;3.91;2.58
V;20160905;4;105.01;13775;10014;3.91;2.58
V;20160905;5;114.94;14025;10205;3.91;2.58
V;20160905;6;118.95;14650;10764;3.91;2.58
V;20160905;7;134.99;16875;12898;3.91;2.58
V;20160905;8;137.5;19150;15032;3.91;2.58
V;20160905;9;169.5;20350;16183;3.91;2.58
V;20160905;10;182.06;20875;16626;3.91;2.58
V;20160905;11;185.11;21025;16682;3.91;2.58
V;20160905;12;192.68;21350;16988;3.91;2.58
V;20160905;13;192.67;21450;17046;3.91;2.58
V;20160905;14;192.68;21375;16908;3.91;2.58
V;20160905;15;171.55;21075;16537;3.91;2.58
V;20160905;16;164.98;20950;16336;3.91;2.58
V;20160905;17;153.72;20625;15923;3.91;2.58
V;20160905;18;154.81;20300;15534;3.91;2.58
V;20160905;19;152.86;20225;15410;3.91;2.58
V;20160905;20;168.59;21225;16359;3.91;2.58
V;20160905;21;192.69;21725;16831;3.91;2.58
V;20160905;22;154.74;20475;15744;3.91;2.58
V;20160905;23;137.09;18725;14015;3.91;2.58
V;20160905;24;122.36;17275;12572;3.91;2.58
V;20160906;1;127.57;16225;11954;4.14;2.57
V;20160906;2;121.15;15575;11348;4.14;2.57
V;20160906;3;116.55;15225;11021;4.14;2.57
V;20160906;4;119.5;15225;11034;4.14;2.57
V;20160906;5;121.11;15425;11234;4.14;2.57
V;20160906;6;123.84;15900;11759;4.14;2.57
V;20160906;7;144.1;17750;13661;4.14;2.57
V;20160906;8;173.41;19875;15826;4.14;2.57
V;20160906;9;199.09;20850;16893;4.14;2.57
V;20160906;10;204.85;21225;17361;4.14;2.57
V;20160906;11;206.7;21425;17644;4.14;2.57
V;20160906;12;216.09;21700;17995;4.14;2.57
V;20160906;13;220.4;21750;18118;4.14;2.57
V;20160906;14;219.59;21725;18160;4.14;2.57
V;20160906;15;206.71;21325;17821;4.14;2.57
V;20160906;16;206.7;21100;17664;4.14;2.57
V;20160906;17;199.11;20775;17357;4.14;2.57
V;20160906;18;188.36;20388;16939;4.14;2.57
V;20160906;19;181.95;20263;16754;4.14;2.57
V;20160906;20;204.83;21125;17558;4.14;2.57
V;20160906;21;242.01;21950;18367;4.14;2.57
V;20160906;22;192.67;20550;16995;4.14;2.57
V;20160906;23;144.34;18850;15386;4.14;2.57
V;20160906;24;128.37;17425;14017;4.14;2.57
V;20160907;1;129.93;16075;12867;4.01;2.46
V;20160907;2;126.45;15425;12163;4.01;2.46
V;20160907;3;120.29;15100;11809;4.01;2.46
V;20160907;4;120.35;15000;11709;4.01;2.46
V;20160907;5;125.43;15200;11898;4.01;2.46
V;20160907;6;127.8;15525;12217;4.01;2.46
V;20160907;7;144.01;17550;14242;4.01;2.46
V;20160907;8;169.41;19650;16309;4.01;2.46
V;20160907;9;191.23;20775;17474;4.01;2.46
V;20160907;10;203.91;21150;17896;4.01;2.46
V;20160907;11;204.39;21200;17967;4.01;2.46
V;20160907;12;205.66;21525;18292;4.01;2.46
V;20160907;13;210.77;21700;18453;4.01;2.46
V;20160907;14;206.59;21550;18290;4.01;2.46
V;20160907;15;191.02;21175;17921;4.01;2.46
V;20160907;16;190.51;21075;17860;4.01;2.46
V;20160907;17;179.9;20725;17530;4.01;2.46
V;20160907;18;169.56;20375;17180;4.01;2.46
V;20160907;19;174.45;20125;16912;4.01;2.46
V;20160907;20;195.3;21025;17778;4.01;2.46
V;20160907;21;230.9;21800;18519;4.01;2.46
V;20160907;22;170.92;20275;16969;4.01;2.46
V;20160907;23;143.13;18500;15231;4.01;2.46
V;20160907;24;127.79;17200;13920;4.01;2.46
V;20160908;1;126.75;16250;12895;4.07;2.56
V;20160908;2;121.17;15575;12223;4.07;2.56
V;20160908;3;118.98;15225;11882;4.07;2.56
V;20160908;4;121.15;15225;11902;4.07;2.56
V;20160908;5;121.16;15425;12094;4.07;2.56
V;20160908;6;126.08;15900;12556;4.07;2.56
V;20160908;7;142.7;17750;14356;4.07;2.56
V;20160908;8;164.94;19875;16399;4.07;2.56
V;20160908;9;180.55;20850;17431;4.07;2.56
V;20160908;10;188.47;21225;17875;4.07;2.56
V;20160908;11;193.24;21425;18112;4.07;2.56
V;20160908;12;204.7;21700;18394;4.07;2.56
V;20160908;13;204.94;21750;18428;4.07;2.56
V;20160908;14;205.84;21725;18381;4.07;2.56
V;20160908;15;191.21;21325;17979;4.07;2.56
V;20160908;16;189.75;21100;17783;4.07;2.56
V;20160908;17;176.67;20775;17443;4.07;2.56
V;20160908;18;172.61;20388;16982;4.07;2.56
V;20160908;19;168.67;20263;16720;4.07;2.56
V;20160908;20;186.69;21125;17404;4.07;2.56
V;20160908;21;204.78;21950;18072;4.07;2.56
V;20160908;22;163.99;20550;16568;4.07;2.56
V;20160908;23;139.02;18850;14870;4.07;2.56
V;20160908;24;122.73;17425;13449;4.07;2.56
V;20160909;1;125.53;16125;12229;4.08;2.61
V;20160909;2;119.74;15525;11671;4.08;2.61
V;20160909;3;118.22;15225;11437;4.08;2.61
V;20160909;4;118.84;15225;11513;4.08;2.61
V;20160909;5;119.73;15425;11755;4.08;2.61
V;20160909;6;125.52;15900;12268;4.08;2.61
V;20160909;7;143.52;17850;14231;4.08;2.61
V;20160909;8;174.45;19950;16348;4.08;2.61
V;20160909;9;188.39;21050;17552;4.08;2.61
V;20160909;10;197.38;21500;18115;4.08;2.61
V;20160909;11;199.01;21550;18227;4.08;2.61
V;20160909;12;213.96;21975;18675;4.08;2.61
V;20160909;13;227.67;22125;18822;4.08;2.61
V;20160909;14;219.75;21975;18663;4.08;2.61
V;20160909;15;205.66;21625;18308;4.08;2.61
V;20160909;16;197.57;21400;18098;4.08;2.61
V;20160909;17;189.9;21075;17756;4.08;2.61
V;20160909;18;179.93;20675;17312;4.08;2.61
V;20160909;19;175.49;20550;17087;4.08;2.61
V;20160909;20;191.46;21475;17867;4.08;2.61
V;20160909;21;213.87;22100;18384;4.08;2.61
V;20160909;22;167.61;20500;16735;4.08;2.61
V;20160909;23;143.38;18675;14971;4.08;2.61
V;20160909;24;127.06;17325;13657;4.08;2.61
V;20160910;1;126.72;16250;12632;4.08;2.61
V;20160910;2;120.84;15400;11830;4.08;2.61
V;20160910;3;119.25;15025;11516;4.08;2.61
V;20160910;4;118.74;14925;11482;4.08;2.61
V;20160910;5;118.81;14900;11493;4.08;2.61
V;20160910;6;118.64;14850;11495;4.08;2.61
V;20160910;7;126.69;15275;11963;4.08;2.61
V;20160910;8;132.17;16700;13385;4.08;2.61
V;20160910;9;163.27;17975;14692;4.08;2.61
V;20160910;10;168.04;18925;15669;4.08;2.61
V;20160910;11;194;19400;16157;4.08;2.61
V;20160910;12;199.44;19600;16361;4.08;2.61
V;20160910;13;194.01;19600;16359;4.08;2.61
V;20160910;14;179.68;19375;16130;4.08;2.61
V;20160910;15;164.82;18775;15530;4.08;2.61
V;20160910;16;163.28;18325;15103;4.08;2.61
V;20160910;17;151.31;17925;14694;4.08;2.61
V;20160910;18;148.49;17700;14429;4.08;2.61
V;20160910;19;150.02;17650;14312;4.08;2.61
V;20160910;20;164.05;18775;15355;4.08;2.61
V;20160910;21;167.85;19050;15574;4.08;2.61
V;20160910;22;154;17900;14398;4.08;2.61
V;20160910;23;130.34;16575;13133;4.08;2.61
V;20160910;24;120.84;15400;11977;4.08;2.61
V;20160911;1;126.93;14400;11216;4.08;2.61
V;20160911;2;126.73;13725;10536;4.08;2.61
V;20160911;3;119.63;13425;10234;4.08;2.61
V;20160911;4;118.83;13300;10114;4.08;2.61
V;20160911;5;118.67;13200;10024;4.08;2.61
V;20160911;6;117.96;13050;9900;4.08;2.61
V;20160911;7;118.78;13075;9951;4.08;2.61
V;20160911;8;126.75;13925;10833;4.08;2.61
V;20160911;9;130.62;14925;11887;4.08;2.61
V;20160911;10;142.83;15950;12971;4.08;2.61
V;20160911;11;160.91;16550;13601;4.08;2.61
V;20160911;12;164.51;16775;13840;4.08;2.61
V;20160911;13;164.51;16800;13864;4.08;2.61
V;20160911;14;164.48;16675;13734;4.08;2.61
V;20160911;15;159.61;16225;13281;4.08;2.61
V;20160911;16;143.17;15800;12876;4.08;2.61
V;20160911;17;142.89;15600;12658;4.08;2.61
V;20160911;18;142.9;15700;12726;4.08;2.61
V;20160911;19;143.2;16150;13112;4.08;2.61
V;20160911;20;159.88;17775;14658;4.08;2.61
V;20160911;21;164.92;18175;14983;4.08;2.61
V;20160911;22;155.19;17075;13840;4.08;2.61
V;20160911;23;143.36;16075;12821;4.08;2.61
V;20160911;24;126.95;15000;11733;4.08;2.61
V;20160912;1;114.99;14375;11065;4.04;2.71
V;20160912;2;103.2;13975;10658;4.04;2.71
V;20160912;3;98.21;13800;10470;4.04;2.71
V;20160912;4;98.8;13825;10506;4.04;2.71
V;20160912;5;103.61;14100;10772;4.04;2.71
V;20160912;6;115;14875;11531;4.04;2.71
V;20160912;7;142.77;17575;14116;4.04;2.71
V;20160912;8;131.63;19850;16198;4.04;2.71
V;20160912;9;179.47;20875;17182;4.04;2.71
V;20160912;10;205.56;21425;17773;4.04;2.71
V;20160912;11;205.48;21650;17922;4.04;2.71
V;20160912;12;205.91;22000;18278;4.04;2.71
V;20160912;13;213.57;22175;18446;4.04;2.71
V;20160912;14;218.55;22050;18315;4.04;2.71
V;20160912;15;205.7;21775;18100;4.04;2.71
V;20160912;16;205.46;21525;17848;4.04;2.71
V;20160912;17;180.13;21225;17504;4.04;2.71
V;20160912;18;167.38;20875;17074;4.04;2.71
V;20160912;19;161.18;20650;16702;4.04;2.71
V;20160912;20;205.32;21925;17784;4.04;2.71
V;20160912;21;205.76;22625;18396;4.04;2.71
V;20160912;22;156.7;20850;16648;4.04;2.71
V;20160912;23;133.93;19025;15195;4.04;2.71
V;20160912;24;126.13;17625;13862;4.04;2.71
V;20160913;1;125.79;16525;12860;4.03;2.71
V;20160913;2;115.43;15825;12244;4.03;2.71
V;20160913;3;112.31;15525;12007;4.03;2.71
V;20160913;4;112.44;15500;12038;4.03;2.71
V;20160913;5;116.57;15700;12251;4.03;2.71
V;20160913;6;125.79;16300;12870;4.03;2.71
V;20160913;7;142.88;18200;14763;4.03;2.71
V;20160913;8;176.74;20200;16709;4.03;2.71
V;20160913;9;187.42;21175;17724;4.03;2.71
V;20160913;10;205.8;21775;18379;4.03;2.71
V;20160913;11;212.94;21900;18531;4.03;2.71
V;20160913;12;255.91;22275;18908;4.03;2.71
V;20160913;13;263.57;22425;19041;4.03;2.71
V;20160913;14;268.55;22350;18939;4.03;2.71
V;20160913;15;214.98;22000;18565;4.03;2.71
V;20160913;16;205.31;21700;18253;4.03;2.71
V;20160913;17;181.86;21325;17794;4.03;2.71
V;20160913;18;176.74;21075;17376;4.03;2.71
V;20160913;19;163.99;21050;17115;4.03;2.71
V;20160913;20;205;22575;18403;4.03;2.71
V;20160913;21;205.32;22750;18436;4.03;2.71
V;20160913;22;155.61;21025;16675;4.03;2.71
V;20160913;23;129.53;19075;14821;4.03;2.71
V;20160913;24;120.91;17625;13448;4.03;2.71
V;20160914;1;117.99;16500;12528;3.99;2.73
V;20160914;2;112.41;15825;11905;3.99;2.73
V;20160914;3;109.64;15525;11653;3.99;2.73
V;20160914;4;112.11;15500;11682;3.99;2.73
V;20160914;5;112.25;15700;11916;3.99;2.73
V;20160914;6;119.56;16300;12555;3.99;2.73
V;20160914;7;142.05;18200;14493;3.99;2.73
V;20160914;8;155.76;20200;16486;3.99;2.73
V;20160914;9;186.1;21175;17566;3.99;2.73
V;20160914;10;204.13;21775;18271;3.99;2.73
V;20160914;11;205.16;21900;18451;3.99;2.73
V;20160914;12;257.02;22275;18824;3.99;2.73
V;20160914;13;248.7;22425;18929;3.99;2.73
V;20160914;14;228.21;22350;18796;3.99;2.73
V;20160914;15;202.54;22000;18414;3.99;2.73
V;20160914;16;194.81;21700;18118;3.99;2.73
V;20160914;17;176.97;21325;17681;3.99;2.73
V;20160914;18;156.59;21075;17290;3.99;2.73
V;20160914;19;155.25;21050;17062;3.99;2.73
V;20160914;20;201.89;22575;18375;3.99;2.73
V;20160914;21;205.31;22525;18219;3.99;2.73
V;20160914;22;153.3;20800;16513;3.99;2.73
V;20160914;23;130.4;19075;14920;3.99;2.73
V;20160914;24;120.77;17625;13563;3.99;2.73
V;20160915;1;119.28;16175;12554;4.14;2.65
V;20160915;2;112.82;15600;12049;4.14;2.65
V;20160915;3;111.43;15325;11829;4.14;2.65
V;20160915;4;111.74;15300;11858;4.14;2.65
V;20160915;5;112;15500;12079;4.14;2.65
V;20160915;6;119.25;16100;12702;4.14;2.65
V;20160915;7;135.06;18000;14611;4.14;2.65
V;20160915;8;154.49;20025;16552;4.14;2.65
V;20160915;9;178.98;21050;17621;4.14;2.65
V;20160915;10;195.24;21575;18190;4.14;2.65
V;20160915;11;198.01;21700;18337;4.14;2.65
V;20160915;12;207.01;22075;18718;4.14;2.65
V;20160915;13;205.48;22225;18863;4.14;2.65
V;20160915;14;205.44;22225;18855;4.14;2.65
V;20160915;15;191.58;21900;18535;4.14;2.65
V;20160915;16;186.26;21600;18259;4.14;2.65
V;20160915;17;173.45;21225;17841;4.14;2.65
V;20160915;18;159.98;20900;17399;4.14;2.65
V;20160915;19;159.75;20850;17157;4.14;2.65
V;20160915;20;194.97;22375;18477;4.14;2.65
V;20160915;21;197.91;22375;18334;4.14;2.65
V;20160915;22;143.31;20650;16594;4.14;2.65
V;20160915;23;130.21;18775;14788;4.14;2.65
V;20160915;24;120.52;17400;13458;4.14;2.65
V;20160916;1;117.78;16275;12388;4.35;2.65
V;20160916;2;111.36;15625;11788;4.35;2.65
V;20160916;3;97.99;15275;11493;4.35;2.65
V;20160916;4;98;15300;11570;4.35;2.65
V;20160916;5;112.07;15500;11793;4.35;2.65
V;20160916;6;120.83;16025;12319;4.35;2.65
V;20160916;7;134.67;17875;14150;4.35;2.65
V;20160916;8;166.28;19900;16136;4.35;2.65
V;20160916;9;181.04;20950;17285;4.35;2.65
V;20160916;10;195.18;21400;17860;4.35;2.65
V;20160916;11;199.3;21525;18065;4.35;2.65
V;20160916;12;206.64;21950;18509;4.35;2.65
V;20160916;13;205.71;22100;18645;4.35;2.65
V;20160916;14;205.4;22125;18641;4.35;2.65
V;20160916;15;193.82;21800;18299;4.35;2.65
V;20160916;16;183;21575;18064;4.35;2.65
V;20160916;17;179.27;21250;17642;4.35;2.65
V;20160916;18;169.67;20850;17011;4.35;2.65
V;20160916;19;160;20675;16515;4.35;2.65
V;20160916;20;183.2;21950;17461;4.35;2.65
V;20160916;21;183.1;22300;17620;4.35;2.65
V;20160916;22;147.65;20675;15987;4.35;2.65
V;20160916;23;130.1;18800;14277;4.35;2.65
V;20160916;24;120.66;17350;12950;4.35;2.65
V;20160917;1;121.27;16100;11726;4.35;2.65
V;20160917;2;110.7;15475;11175;4.35;2.65
V;20160917;3;100.26;15125;10882;4.35;2.65
V;20160917;4;98.15;15000;10799;4.35;2.65
V;20160917;5;98.53;14900;10707;4.35;2.65
V;20160917;6;98.78;14900;10707;4.35;2.65
V;20160917;7;109.53;15275;11061;4.35;2.65
V;20160917;8;126;16525;12285;4.35;2.65
V;20160917;9;131.04;17950;13766;4.35;2.65
V;20160917;10;142.61;18850;14723;4.35;2.65
V;20160917;11;143.75;19275;15183;4.35;2.65
V;20160917;12;143.69;19375;15260;4.35;2.65
V;20160917;13;142.71;19300;15101;4.35;2.65
V;20160917;14;142.41;19075;14767;4.35;2.65
V;20160917;15;130.45;18475;14082;4.35;2.65
V;20160917;16;128;18100;13628;4.35;2.65
V;20160917;17;126.54;17800;13179;4.35;2.65
V;20160917;18;126.5;17700;12876;4.35;2.65
V;20160917;19;126.64;18100;13045;4.35;2.65
V;20160917;20;132.2;19500;14251;4.35;2.65
V;20160917;21;131.32;19250;13922;4.35;2.65
V;20160917;22;126.5;17975;12718;4.35;2.65
V;20160917;23;111.81;16625;11510;4.35;2.65
V;20160917;24;95.1;15575;10586;4.35;2.65
V;20160918;1;96.92;14400;9338;4.35;2.65
V;20160918;2;92.59;13625;8671;4.35;2.65
V;20160918;3;81;13225;8345;4.35;2.65
V;20160918;4;81;13100;8267;4.35;2.65
V;20160918;5;81;13100;8290;4.35;2.65
V;20160918;6;81;13100;8327;4.35;2.65
V;20160918;7;87.67;13100;8369;4.35;2.65
V;20160918;8;92.57;13900;9170;4.35;2.65
V;20160918;9;104.74;15000;10342;4.35;2.65
V;20160918;10;121.21;15900;11306;4.35;2.65
V;20160918;11;126.69;16500;11965;4.35;2.65
V;20160918;12;126.72;16775;12310;4.35;2.65
V;20160918;13;126.73;16800;12401;4.35;2.65
V;20160918;14;126.72;16725;12408;4.35;2.65
V;20160918;15;126.66;16375;12151;4.35;2.65
V;20160918;16;122.15;16175;12040;4.35;2.65
V;20160918;17;121.21;16025;11908;4.35;2.65
V;20160918;18;126.65;16125;11946;4.35;2.65
V;20160918;19;129.97;16775;12437;4.35;2.65
V;20160918;20;144;18500;13963;4.35;2.65
V;20160918;21;144.12;18275;13655;4.35;2.65
V;20160918;22;136.4;17100;12501;4.35;2.65
V;20160918;23;126.74;16100;11577;4.35;2.65
V;20160918;24;113.44;14925;10494;4.35;2.65
V;20160919;1;106.93;14025;9613;4.4;2.69
V;20160919;2;101.96;13625;9312;4.4;2.69
V;20160919;3;98.09;13450;9228;4.4;2.69
V;20160919;4;98.17;13525;9385;4.4;2.69
V;20160919;5;98.68;13800;9724;4.4;2.69
V;20160919;6;119.32;14600;10597;4.4;2.69
V;20160919;7;142.69;17200;13105;4.4;2.69
V;20160919;8;160.28;19425;15234;4.4;2.69
V;20160919;9;176.14;20475;16324;4.4;2.69
V;20160919;10;191.95;20900;16794;4.4;2.69
V;20160919;11;191.95;21000;16948;4.4;2.69
V;20160919;12;199;21250;17230;4.4;2.69
V;20160919;13;198.61;21400;17379;4.4;2.69
V;20160919;14;196.79;21300;17271;4.4;2.69
V;20160919;15;190.5;20900;16864;4.4;2.69
V;20160919;16;175.51;20750;16707;4.4;2.69
V;20160919;17;168.55;20450;16340;4.4;2.69
V;20160919;18;167.82;20275;16051;4.4;2.69
V;20160919;19;168.52;20475;16099;4.4;2.69
V;20160919;20;205.55;22200;17678;4.4;2.69
V;20160919;21;201.3;21850;17302;4.4;2.69
V;20160919;22;161.32;20025;15735;4.4;2.69
V;20160919;23;139.73;18325;14222;4.4;2.69
V;20160919;24;127.94;16925;12974;4.4;2.69
V;20160920;1;122.65;15888;12313;4.17;2.79
V;20160920;2;119.9;15300;11807;4.17;2.79
V;20160920;3;119.47;15025;11582;4.17;2.79
V;20160920;4;119.77;15025;11613;4.17;2.79
V;20160920;5;122.18;15325;11920;4.17;2.79
V;20160920;6;126.97;16025;12644;4.17;2.79
V;20160920;7;143.48;17850;14450;4.17;2.79
V;20160920;8;176.4;19825;16383;4.17;2.79
V;20160920;9;193.96;20750;17317;4.17;2.79
V;20160920;10;204;21025;17596;4.17;2.79
V;20160920;11;200.1;21025;17588;4.17;2.79
V;20160920;12;201.59;21275;17831;4.17;2.79
V;20160920;13;201.08;21325;17861;4.17;2.79
V;20160920;14;200.38;21300;17786;4.17;2.79
V;20160920;15;196.4;21000;17414;4.17;2.79
V;20160920;16;179.63;20875;17237;4.17;2.79
V;20160920;17;167.92;20525;16824;4.17;2.79
V;20160920;18;172.61;20325;16592;4.17;2.79
V;20160920;19;173.49;20900;17159;4.17;2.79
V;20160920;20;206.49;22525;18790;4.17;2.79
V;20160920;21;205.51;22100;18382;4.17;2.79
V;20160920;22;157.22;20275;16591;4.17;2.79
V;20160920;23;131.52;18525;14939;4.17;2.79
V;20160920;24;126.97;17100;13589;4.17;2.79
V;20160921;1;122.08;15925;12519;4.21;2.86
V;20160921;2;119.41;15300;11891;4.21;2.86
V;20160921;3;115.25;15025;11608;4.21;2.86
V;20160921;4;117.99;15025;11597;4.21;2.86
V;20160921;5;118.99;15250;11795;4.21;2.86
V;20160921;6;127.37;16025;12552;4.21;2.86
V;20160921;7;143.29;17900;14361;4.21;2.86
V;20160921;8;168.58;19850;16223;4.21;2.86
V;20160921;9;199.67;20750;17085;4.21;2.86
V;20160921;10;203.37;21050;17379;4.21;2.86
V;20160921;11;202.51;21000;17344;4.21;2.86
V;20160921;12;204.16;21275;17620;4.21;2.86
V;20160921;13;201.49;21325;17654;4.21;2.86
V;20160921;14;200.47;21250;17548;4.21;2.86
V;20160921;15;196.51;20925;17181;4.21;2.86
V;20160921;16;179;20850;17069;4.21;2.86
V;20160921;17;169.65;20525;16677;4.21;2.86
V;20160921;18;167.68;20325;16425;4.21;2.86
V;20160921;19;173.07;20900;16931;4.21;2.86
V;20160921;20;209.47;22500;18472;4.21;2.86
V;20160921;21;205.78;21950;17910;4.21;2.86
V;20160921;22;155.26;20225;16223;4.21;2.86
V;20160921;23;139.14;18525;14809;4.21;2.86
V;20160921;24;127.54;17200;13601;4.21;2.86
V;20160922;1;121.17;16050;12438;4.43;2.84
V;20160922;2;120.99;15425;11854;4.43;2.84
V;20160922;3;112;15125;11564;4.43;2.84
V;20160922;4;114.99;15125;11553;4.43;2.84
V;20160922;5;120.99;15325;11721;4.43;2.84
V;20160922;6;126.02;16050;12439;4.43;2.84
V;20160922;7;144.03;18075;14443;4.43;2.84
V;20160922;8;166.67;19900;16230;4.43;2.84
V;20160922;9;186.87;20750;17105;4.43;2.84
V;20160922;10;193.26;21075;17438;4.43;2.84
V;20160922;11;189.02;21025;17373;4.43;2.84
V;20160922;12;194.94;21225;17535;4.43;2.84
V;20160922;13;193.54;21325;17572;4.43;2.84
V;20160922;14;190.94;21275;17442;4.43;2.84
V;20160922;15;185.12;20900;16990;4.43;2.84
V;20160922;16;169.99;20800;16858;4.43;2.84
V;20160922;17;161.31;20525;16563;4.43;2.84
V;20160922;18;163.27;20350;16419;4.43;2.84
V;20160922;19;171.14;21000;17119;4.43;2.84
V;20160922;20;239.56;22525;18692;4.43;2.84
V;20160922;21;203.26;21950;18162;4.43;2.84
V;20160922;22;156.23;20100;16355;4.43;2.84
V;20160922;23;143.79;18400;14729;4.43;2.84
V;20160922;24;128.17;17100;13465;4.43;2.84
V;20160923;1;121.38;15875;12325;4.55;2.73
V;20160923;2;119.89;15200;11647;4.55;2.73
V;20160923;3;112;14925;11348;4.55;2.73
V;20160923;4;112;14925;11324;4.55;2.73
V;20160923;5;115;15225;11581;4.55;2.73
V;20160923;6;121.38;16050;12383;4.55;2.73
V;20160923;7;143.12;18150;14445;4.55;2.73
V;20160923;8;166.21;20000;16254;4.55;2.73
V;20160923;9;189.81;20775;17078;4.55;2.73
V;20160923;10;200.85;21100;17455;4.55;2.73
V;20160923;11;198.41;21050;17401;4.55;2.73
V;20160923;12;198.17;21225;17518;4.55;2.73
V;20160923;13;197.36;21325;17519;4.55;2.73
V;20160923;14;195.71;21300;17408;4.55;2.73
V;20160923;15;193.08;20925;17025;4.55;2.73
V;20160923;16;174.88;20800;16984;4.55;2.73
V;20160923;17;166.96;20525;16786;4.55;2.73
V;20160923;18;161.55;20350;16667;4.55;2.73
V;20160923;19;174.1;20950;17269;4.55;2.73
V;20160923;20;300.01;22375;18648;4.55;2.73
V;20160923;21;203.71;22000;18211;4.55;2.73
V;20160923;22;153.07;20300;16436;4.55;2.73
V;20160923;23;134.99;18525;14608;4.55;2.73
V;20160923;24;121.38;17125;13128;4.55;2.73
V;20160924;1;125.23;15875;10998;4.55;2.73
